Airline,Source,Destination,Duration,Total_Stops,Price,status,Many_Stops,Dep_hour,Arrival_hour,Dep_period,Journey_day,Journey_month,Journey_weekday,Is_weekend,Is_long_flight
Air India,Banglore,Delhi,26.33,2,12599,economy,0,8,11,Morning,3,3,6,1,1
Jet Airways,Kolkata,Banglore,27.67,1,10844,economy,0,18,22,Night,24,5,4,0,1
Jet Airways,Delhi,Cochin,16.75,1,12898,economy,0,2,19,Early_Morning,21,5,1,0,0
IndiGo,Banglore,Delhi,2.83,0,3943,economy,0,13,15,Afternoon,21,6,4,0,0
Multiple carriers,Delhi,Cochin,12.5,1,7198,economy,0,13,1,Afternoon,12,6,2,0,0
SpiceJet,Kolkata,Banglore,5.25,1,4963,economy,0,15,20,Afternoon,18,5,5,1,0
IndiGo,Banglore,Delhi,2.83,0,12649,economy,0,16,19,Afternoon,1,3,4,0,0
Multiple carriers,Delhi,Cochin,7.5,1,17267,economy,0,8,15,Morning,6,3,2,0,0
Jet Airways,Delhi,Cochin,11.92,1,12373,economy,0,7,19,Morning,9,5,3,0,0
Jet Airways,Banglore,Delhi,13.08,1,13502,economy,0,11,0,Morning,3,3,6,1,0
Multiple carriers,Delhi,Cochin,7.33,1,11622,economy,0,11,18,Morning,21,3,3,0,0
SpiceJet,Kolkata,Banglore,2.33,0,5515,economy,0,22,0,Night,3,3,6,1,0
Jet Airways,Kolkata,Banglore,18.0,1,9314,economy,0,20,14,Night,15,5,2,0,0
Multiple carriers,Delhi,Cochin,8.67,1,11789,economy,0,10,19,Morning,3,6,0,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,20,22,Night,6,4,5,1,0
Air India,Delhi,Cochin,20.17,2,10467,economy,0,13,9,Afternoon,3,6,0,0,0
Multiple carriers,Delhi,Cochin,8.0,1,7408,economy,0,13,21,Afternoon,3,6,0,0,0
Air India,Delhi,Cochin,27.33,1,7480,economy,0,6,9,Morning,15,6,5,1,1
SpiceJet,Kolkata,Banglore,2.33,0,3841,economy,0,22,0,Night,24,4,2,0,0
SpiceJet,Chennai,Kolkata,2.33,0,3543,economy,0,17,20,Afternoon,18,5,5,1,0
Air India,Delhi,Cochin,38.0,3,10493,economy,1,5,19,Early_Morning,24,6,0,0,1
Multiple carriers,Delhi,Cochin,7.58,1,9103,economy,0,11,19,Morning,27,5,0,0,0
Jet Airways,Kolkata,Banglore,5.75,1,10844,economy,0,14,19,Afternoon,6,5,0,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,20,22,Night,9,6,6,1,0
Air Asia,Banglore,Delhi,2.75,0,4482,economy,0,23,2,Night,24,3,6,1,0
Jet Airways,Kolkata,Banglore,27.58,1,8529,economy,0,6,10,Morning,12,6,2,0,1
Air India,Delhi,Cochin,3.0,0,7931,economy,0,14,17,Afternoon,3,3,6,1,0
Jet Airways,Kolkata,Banglore,14.42,1,9663,economy,0,18,9,Night,18,5,5,1,0
Jet Airways,Delhi,Cochin,9.33,2,10368,economy,0,9,19,Morning,1,6,5,1,0
Air India,Kolkata,Banglore,9.83,2,10151,economy,0,12,21,Afternoon,18,5,5,1,0
SpiceJet,Chennai,Kolkata,2.33,0,3543,economy,0,17,20,Afternoon,27,5,0,0,0
Multiple carriers,Delhi,Cochin,6.5,1,7530,economy,0,19,1,Night,1,6,5,1,0
Multiple carriers,Delhi,Cochin,7.58,1,6805,economy,0,14,22,Afternoon,9,5,3,0,0
GoAir,Banglore,Delhi,2.92,0,3419,economy,0,7,10,Morning,18,6,1,0,0
Air Asia,Banglore,Delhi,2.83,0,7120,economy,0,23,2,Night,9,6,6,1,0
Jet Airways,Kolkata,Banglore,17.92,1,14151,economy,0,17,10,Afternoon,21,5,1,0,0
Air India,Mumbai,Hyderabad,1.33,0,3100,economy,0,6,7,Morning,21,6,4,0,0
Jet Airways,Kolkata,Banglore,21.42,1,12121,economy,0,17,14,Afternoon,24,5,4,0,0
SpiceJet,Mumbai,Hyderabad,1.5,0,2017,economy,0,5,7,Early_Morning,6,5,0,0,0
SpiceJet,Mumbai,Hyderabad,1.5,0,2647,economy,0,5,7,Early_Morning,15,6,5,1,0
IndiGo,Delhi,Cochin,5.33,1,6147,economy,0,17,22,Afternoon,12,6,2,0,0
Jet Airways,Delhi,Cochin,10.0,2,14237,economy,0,18,4,Night,1,6,5,1,0
Jet Airways,Kolkata,Banglore,12.17,1,13044,economy,0,21,9,Night,12,6,2,0,0
Jet Airways,Delhi,Cochin,16.75,1,15554,economy,0,2,19,Early_Morning,18,5,5,1,0
SpiceJet,Banglore,Delhi,2.83,0,4423,economy,0,9,12,Morning,9,4,1,0,0
Air India,Delhi,Cochin,10.67,1,8372,economy,0,21,7,Night,6,6,3,0,0
Jet Airways,Kolkata,Banglore,27.58,1,10844,economy,0,20,23,Night,18,5,5,1,1
Vistara,Kolkata,Banglore,25.83,1,9555,economy,0,17,18,Afternoon,18,5,5,1,1
Air India,Delhi,Cochin,16.17,2,8839,economy,0,17,9,Afternoon,15,5,2,0,0
Air India,Kolkata,Banglore,30.5,2,10151,economy,0,12,18,Afternoon,6,5,0,0,1
Air India,Kolkata,Banglore,20.17,2,11432,economy,0,9,5,Morning,12,5,6,1,0
SpiceJet,Banglore,Delhi,2.83,0,4319,economy,0,9,12,Morning,15,4,0,0,0
Air India,Kolkata,Banglore,30.5,2,9626,economy,0,12,18,Afternoon,6,6,3,0,1
Air India,Kolkata,Banglore,26.92,1,10623,economy,0,17,20,Afternoon,18,5,5,1,1
Jet Airways,Delhi,Cochin,3.25,0,9564,economy,0,11,14,Morning,18,4,3,0,0
Jet Airways,Kolkata,Banglore,6.67,1,14781,economy,0,14,20,Afternoon,9,5,3,0,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,8,11,Morning,15,5,2,0,0
IndiGo,Delhi,Cochin,8.0,1,5684,economy,0,17,1,Afternoon,27,6,3,0,0
Jet Airways,Kolkata,Banglore,27.58,1,14388,economy,0,5,9,Early_Morning,18,5,5,1,1
SpiceJet,Banglore,Delhi,2.83,0,5515,economy,0,9,12,Morning,18,4,3,0,0
Jet Airways,Kolkata,Banglore,25.67,1,12692,economy,0,20,22,Night,9,6,6,1,1
Jet Airways,Kolkata,Banglore,9.58,1,9314,economy,0,9,19,Morning,1,5,2,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3873,economy,0,17,19,Afternoon,15,6,5,1,0
SpiceJet,Kolkata,Banglore,2.33,0,4807,economy,0,22,0,Night,21,4,6,1,0
Multiple carriers,Delhi,Cochin,10.25,1,14848,economy,0,9,19,Morning,27,6,3,0,0
IndiGo,Delhi,Cochin,7.08,1,6171,economy,0,5,12,Early_Morning,24,4,2,0,0
SpiceJet,Mumbai,Hyderabad,1.5,0,1965,economy,0,13,14,Afternoon,24,6,0,0,0
Jet Airways,Kolkata,Banglore,11.5,1,10539,economy,0,9,21,Morning,12,6,2,0,0
Air Asia,Banglore,Delhi,2.75,0,4483,economy,0,11,13,Morning,1,6,5,1,0
Multiple carriers,Delhi,Cochin,13.25,1,8371,economy,0,6,19,Morning,27,3,2,0,0
Jet Airways,Delhi,Cochin,14.5,1,15764,economy,0,13,4,Afternoon,6,3,2,0,0
Jet Airways,Kolkata,Banglore,7.08,1,10844,economy,0,16,23,Afternoon,12,5,6,1,0
IndiGo,Banglore,Delhi,2.83,0,4423,economy,0,4,6,Early_Morning,12,4,4,0,0
Vistara,Banglore,Delhi,2.83,0,4878,economy,0,9,12,Morning,15,6,5,1,0
SpiceJet,Mumbai,Hyderabad,1.5,0,2227,economy,0,13,14,Afternoon,9,5,3,0,0
Jet Airways,Kolkata,Banglore,25.75,1,10844,economy,0,16,18,Afternoon,15,5,2,0,1
Air Asia,Kolkata,Banglore,2.5,0,4107,economy,0,19,22,Night,3,4,2,0,0
Vistara,Kolkata,Banglore,27.67,1,11262,economy,0,7,10,Morning,24,3,6,1,1
Jet Airways,Delhi,Cochin,22.58,1,10262,economy,0,14,12,Afternoon,3,6,0,0,0
Jet Airways,Banglore,Delhi,2.92,0,4544,economy,0,15,18,Afternoon,18,5,5,1,0
Jet Airways,Banglore,Delhi,3.08,0,6144,economy,0,18,22,Night,24,5,4,0,0
GoAir,Banglore,Delhi,2.92,0,5706,economy,0,7,10,Morning,15,3,4,0,0
Jet Airways,Banglore,Delhi,6.5,1,5853,economy,0,5,12,Early_Morning,15,3,4,0,0
Jet Airways,Kolkata,Banglore,14.33,2,10118,economy,0,6,20,Morning,21,5,1,0,0
Air India,Kolkata,Banglore,20.0,2,14687,economy,0,9,5,Morning,1,5,2,0,0
Multiple carriers,Delhi,Cochin,7.75,1,9254,economy,0,11,19,Morning,27,5,0,0,0
Jet Airways,Delhi,Cochin,18.75,2,10368,economy,0,9,4,Morning,1,6,5,1,0
Jet Airways,Kolkata,Banglore,6.67,1,14571,economy,0,14,20,Afternoon,6,6,3,0,0
Jet Airways,Banglore,Delhi,2.92,0,7229,economy,0,15,18,Afternoon,1,6,5,1,0
IndiGo,Delhi,Cochin,14.33,1,6093,economy,0,6,21,Morning,6,6,3,0,0
Multiple carriers,Delhi,Cochin,13.0,1,16023,economy,0,8,21,Morning,9,3,5,1,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,14,17,Afternoon,6,6,3,0,0
Jet Airways,Kolkata,Banglore,16.92,1,8824,economy,0,6,23,Morning,24,3,6,1,0
IndiGo,Delhi,Cochin,5.75,1,7060,economy,0,2,7,Early_Morning,9,3,5,1,0
Jet Airways,Kolkata,Banglore,19.33,1,14231,economy,0,13,9,Afternoon,24,3,6,1,0
Jet Airways,Banglore,Delhi,3.08,0,4544,economy,0,18,22,Night,24,4,2,0,0
Jet Airways,Delhi,Cochin,27.75,1,16289,economy,0,15,18,Afternoon,9,3,5,1,1
IndiGo,Kolkata,Banglore,2.75,0,6565,economy,0,10,12,Morning,3,3,6,1,0
IndiGo,Chennai,Kolkata,2.33,0,3597,economy,0,14,17,Afternoon,21,6,4,0,0
Air India,Delhi,Cochin,12.75,1,7480,economy,0,20,9,Night,6,5,0,0,0
Vistara,Kolkata,Banglore,17.75,1,9922,economy,0,17,10,Afternoon,12,5,6,1,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,17,20,Afternoon,27,5,0,0,0
Jet Airways,Delhi,Cochin,16.58,2,14300,economy,0,20,12,Night,15,6,5,1,0
Jet Airways,Delhi,Cochin,26.17,1,12242,economy,0,2,4,Early_Morning,27,3,2,0,1
Multiple carriers,Delhi,Cochin,7.58,1,10678,economy,0,11,19,Morning,24,6,0,0,0
Multiple carriers,Delhi,Cochin,13.0,1,9450,economy,0,8,21,Morning,27,5,0,0,0
IndiGo,Kolkata,Banglore,2.67,0,4174,economy,0,21,0,Night,6,4,5,1,0
Jet Airways,Banglore,Delhi,3.0,0,4544,economy,0,7,10,Morning,6,4,5,1,0
IndiGo,Kolkata,Banglore,4.67,1,5386,economy,0,17,22,Afternoon,15,5,2,0,0
Jet Airways,Delhi,Cochin,23.83,2,15129,economy,0,19,19,Night,24,5,4,0,0
IndiGo,Delhi,Cochin,8.17,1,6412,economy,0,14,22,Afternoon,15,6,5,1,0
Jet Airways,Banglore,Delhi,2.75,0,7229,economy,0,2,4,Early_Morning,24,3,6,1,0
Vistara,Banglore,Delhi,2.83,0,4878,economy,0,9,12,Morning,1,6,5,1,0
Air Asia,Kolkata,Banglore,2.58,0,3807,economy,0,10,12,Morning,6,4,5,1,0
Jet Airways,Delhi,Cochin,19.08,1,12373,economy,0,17,12,Afternoon,18,5,5,1,0
Jet Airways,Kolkata,Banglore,9.5,1,14571,economy,0,14,23,Afternoon,6,6,3,0,0
Jet Airways,Delhi,Cochin,8.67,1,10262,economy,0,19,4,Night,12,6,2,0,0
Jet Airways,Delhi,Cochin,22.08,1,10577,economy,0,20,19,Night,9,6,6,1,0
Vistara,Mumbai,Hyderabad,26.0,1,12395,economy,0,20,22,Night,6,3,2,0,1
SpiceJet,Kolkata,Banglore,2.58,0,3841,economy,0,6,9,Morning,27,4,5,1,0
Air Asia,Delhi,Cochin,7.83,1,8759,economy,0,7,15,Morning,3,6,0,0,0
IndiGo,Delhi,Cochin,10.75,1,7738,economy,0,4,15,Early_Morning,21,3,3,0,0
IndiGo,Delhi,Cochin,10.5,1,7503,economy,0,15,1,Afternoon,18,5,5,1,0
IndiGo,Delhi,Cochin,14.08,1,5883,economy,0,11,1,Morning,3,6,0,0,0
Jet Airways,Kolkata,Banglore,13.33,1,12692,economy,0,20,9,Night,12,6,2,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,8,11,Morning,15,4,0,0,0
SpiceJet,Mumbai,Hyderabad,1.5,0,2017,economy,0,5,7,Early_Morning,27,5,0,0,0
Air India,Delhi,Cochin,19.67,2,8603,economy,0,12,7,Afternoon,12,6,2,0,0
Jet Airways,Banglore,Delhi,2.92,0,5769,economy,0,11,14,Morning,21,6,4,0,0
Jet Airways,Kolkata,Banglore,23.33,1,12681,economy,0,18,18,Night,1,4,0,0,0
SpiceJet,Banglore,Delhi,2.67,0,3625,economy,0,5,8,Early_Morning,24,6,0,0,0
IndiGo,Delhi,Cochin,16.25,1,8854,economy,0,9,1,Morning,9,5,3,0,0
IndiGo,Mumbai,Hyderabad,1.5,0,2754,economy,0,2,4,Early_Morning,15,5,2,0,0
Air India,Delhi,Cochin,9.25,1,8372,economy,0,10,19,Morning,12,6,2,0,0
Jet Airways,Delhi,Cochin,20.58,1,10262,economy,0,16,12,Afternoon,12,6,2,0,0
Air India,Chennai,Kolkata,2.25,0,10810,economy,0,11,13,Morning,3,3,6,1,0
IndiGo,Chennai,Kolkata,2.42,0,3540,economy,0,5,7,Early_Morning,15,6,5,1,0
Jet Airways,Banglore,Delhi,3.08,0,8016,economy,0,18,22,Night,6,6,3,0,0
IndiGo,Banglore,Delhi,2.83,0,6860,economy,0,10,13,Morning,9,3,5,1,0
Air Asia,Delhi,Cochin,5.67,1,6451,economy,0,16,22,Afternoon,27,4,5,1,0
Jet Airways,Kolkata,Banglore,18.67,1,13067,economy,0,20,15,Night,6,5,0,0,0
Jet Airways,Kolkata,Banglore,25.0,1,11467,economy,0,17,18,Afternoon,6,5,0,0,1
Air India,Kolkata,Banglore,13.25,1,10203,economy,0,10,23,Morning,9,5,3,0,0
Air Asia,Kolkata,Banglore,2.5,0,4082,economy,0,22,1,Night,12,3,1,0,0
Air India,Delhi,Cochin,8.33,2,13276,economy,0,10,19,Morning,21,5,1,0,0
Jet Airways,Banglore,Delhi,7.0,2,23001,economy,0,8,15,Morning,9,3,5,1,0
Jet Airways,Kolkata,Banglore,25.83,1,10844,economy,0,18,20,Night,6,6,3,0,1
IndiGo,Banglore,Delhi,2.92,0,4990,economy,0,18,21,Night,27,6,3,0,0
Jet Airways,Banglore,Delhi,9.17,1,10037,economy,0,5,15,Early_Morning,9,3,5,1,0
Jet Airways,Kolkata,Banglore,8.67,1,14388,economy,0,20,4,Night,6,5,0,0,0
Air India,Delhi,Cochin,21.75,2,12287,economy,0,21,19,Night,3,3,6,1,0
Jet Airways,Kolkata,Banglore,6.67,1,10844,economy,0,14,20,Afternoon,6,6,3,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,4995,economy,0,10,11,Morning,24,5,4,0,0
Multiple carriers,Delhi,Cochin,7.33,1,9794,economy,0,11,19,Morning,27,5,0,0,0
IndiGo,Kolkata,Banglore,4.0,1,4226,economy,0,6,10,Morning,6,6,3,0,0
IndiGo,Delhi,Cochin,14.08,1,7318,economy,0,11,1,Morning,21,3,3,0,0
Jet Airways,Kolkata,Banglore,12.25,1,8529,economy,0,20,8,Night,12,6,2,0,0
Air India,Kolkata,Banglore,30.5,2,9416,economy,0,12,18,Afternoon,12,6,2,0,1
Jet Airways,Delhi,Cochin,27.0,2,11507,economy,0,9,12,Morning,3,6,0,0,1
Air India,Kolkata,Banglore,16.17,2,9920,economy,0,16,8,Afternoon,1,4,0,0,0
Multiple carriers,Delhi,Cochin,9.0,1,7038,economy,0,7,16,Morning,18,5,5,1,0
GoAir,Delhi,Cochin,5.92,1,4959,economy,0,7,12,Morning,3,6,0,0,0
Jet Airways,Mumbai,Hyderabad,1.42,0,5678,economy,0,7,8,Morning,9,6,6,1,0
Jet Airways,Banglore,Delhi,3.0,0,7229,economy,0,8,11,Morning,9,6,6,1,0
Jet Airways,Kolkata,Banglore,7.08,1,7064,economy,0,16,23,Afternoon,1,4,0,0,0
IndiGo,Banglore,Delhi,2.83,0,4823,economy,0,8,11,Morning,6,4,5,1,0
Jet Airways,Kolkata,Banglore,6.08,1,14571,economy,0,16,22,Afternoon,24,5,4,0,0
IndiGo,Kolkata,Banglore,2.75,0,4148,economy,0,9,12,Morning,27,3,2,0,0
Air India,Kolkata,Banglore,15.33,2,13873,economy,0,10,1,Morning,24,5,4,0,0
Jet Airways,Delhi,Cochin,23.58,1,10262,economy,0,13,12,Afternoon,24,6,0,0,0
Multiple carriers,Delhi,Cochin,13.83,1,6645,economy,0,11,1,Morning,9,4,1,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,17,19,Afternoon,1,5,2,0,0
IndiGo,Banglore,Delhi,4.08,1,5746,economy,0,11,15,Morning,9,3,5,1,0
GoAir,Delhi,Cochin,7.67,1,5199,economy,0,5,13,Early_Morning,9,6,6,1,0
IndiGo,Chennai,Kolkata,2.33,0,4332,economy,0,19,21,Night,18,3,0,0,0
IndiGo,Delhi,Cochin,9.58,1,6416,economy,0,11,21,Morning,1,6,5,1,0
Air India,Banglore,Delhi,9.58,2,12935,economy,0,6,16,Morning,18,3,0,0,0
Jet Airways,Banglore,Delhi,11.42,1,7832,economy,0,8,20,Morning,21,3,3,0,0
Jet Airways,Kolkata,Banglore,12.17,1,8586,economy,0,16,4,Afternoon,1,5,2,0,0
Jet Airways,Banglore,Delhi,2.92,0,5769,economy,0,15,18,Afternoon,24,6,0,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,8040,economy,0,10,11,Morning,21,5,1,0,0
Vistara,Delhi,Cochin,3.17,0,12411,economy,0,6,9,Morning,6,3,2,0,0
Air India,Kolkata,Banglore,12.42,1,8366,economy,0,9,21,Morning,9,6,6,1,0
Multiple carriers,Delhi,Cochin,11.75,1,7354,economy,0,7,19,Morning,3,6,0,0,0
Air India,Banglore,Delhi,11.08,2,13576,economy,0,11,22,Morning,1,3,4,0,0
Multiple carriers,Delhi,Cochin,9.75,1,11622,economy,0,9,19,Morning,3,6,0,0,0
Air India,Kolkata,Banglore,17.42,2,12723,economy,0,5,23,Early_Morning,6,6,3,0,0
Jet Airways,Kolkata,Banglore,15.0,1,13759,economy,0,8,23,Morning,24,3,6,1,0
IndiGo,Delhi,Cochin,6.33,1,6412,economy,0,16,22,Afternoon,15,5,2,0,0
IndiGo,Delhi,Cochin,12.75,2,6494,economy,0,8,21,Morning,27,3,2,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,5678,economy,0,15,17,Afternoon,24,3,6,1,0
Air India,Kolkata,Banglore,25.75,1,8891,economy,0,9,11,Morning,12,5,6,1,1
Jet Airways,Delhi,Cochin,21.0,1,17024,economy,0,21,18,Night,3,3,6,1,0
Jet Airways,Delhi,Cochin,9.33,2,10368,economy,0,9,19,Morning,12,6,2,0,0
Jet Airways,Kolkata,Banglore,22.25,1,14571,economy,0,20,18,Night,9,6,6,1,0
Jet Airways,Banglore,Delhi,8.25,1,7832,economy,0,7,15,Morning,21,3,3,0,0
Jet Airways,Kolkata,Banglore,12.5,1,14151,economy,0,9,22,Morning,9,5,3,0,0
Multiple carriers,Delhi,Cochin,8.5,1,7154,economy,0,10,19,Morning,21,3,3,0,0
Air Asia,Kolkata,Banglore,11.83,1,5192,economy,0,7,19,Morning,15,4,0,0,0
Multiple carriers,Delhi,Cochin,10.5,2,21483,economy,0,15,1,Afternoon,6,3,2,0,0
Jet Airways,Kolkata,Banglore,12.17,1,6812,economy,0,16,4,Afternoon,6,6,3,0,0
IndiGo,Banglore,Delhi,5.0,1,13292,economy,0,19,0,Night,3,3,6,1,0
IndiGo,Kolkata,Banglore,2.58,0,4174,economy,0,22,0,Night,9,4,1,0,0
Jet Airways,Delhi,Cochin,17.42,2,11150,economy,0,19,12,Night,27,6,3,0,0
IndiGo,Delhi,Cochin,5.17,1,5912,economy,0,17,22,Afternoon,24,4,2,0,0
Air India,Delhi,Cochin,9.5,1,8907,economy,0,13,23,Afternoon,27,6,3,0,0
Air India,Banglore,Delhi,10.67,1,8767,economy,0,17,3,Afternoon,9,3,5,1,0
Jet Airways,Delhi,Cochin,8.67,1,12242,economy,0,19,4,Night,27,3,2,0,0
Air India,Kolkata,Banglore,9.67,1,6327,economy,0,19,4,Night,24,5,4,0,0
SpiceJet,Chennai,Kolkata,2.25,0,3543,economy,0,9,12,Morning,24,5,4,0,0
Multiple carriers,Delhi,Cochin,11.25,1,15058,economy,0,8,19,Morning,3,6,0,0,0
Jet Airways,Banglore,Delhi,23.5,1,11087,economy,0,18,18,Night,12,3,1,0,0
Jet Airways,Kolkata,Banglore,8.67,1,13941,economy,0,20,4,Night,9,5,3,0,0
SpiceJet,Delhi,Cochin,6.33,1,7317,economy,0,15,22,Afternoon,1,6,5,1,0
Jet Airways,Kolkata,Banglore,12.92,1,9663,economy,0,21,10,Night,24,5,4,0,0
IndiGo,Delhi,Cochin,5.0,1,5065,economy,0,16,21,Afternoon,24,4,2,0,0
Air India,Delhi,Cochin,13.25,1,8907,economy,0,9,23,Morning,27,6,3,0,0
SpiceJet,Kolkata,Banglore,2.5,0,4148,economy,0,9,11,Morning,21,3,3,0,0
Multiple carriers,Delhi,Cochin,7.0,1,13587,economy,0,14,21,Afternoon,9,6,6,1,0
Jet Airways,Delhi,Cochin,6.58,1,10262,economy,0,21,4,Night,6,6,3,0,0
Jet Airways,Banglore,Delhi,18.17,1,12284,economy,0,14,8,Afternoon,18,3,0,0,0
Jet Airways,Kolkata,Banglore,21.42,1,14781,economy,0,18,16,Night,15,5,2,0,0
Jet Airways,Kolkata,Banglore,24.92,1,9663,economy,0,8,9,Morning,18,5,5,1,1
IndiGo,Banglore,Delhi,2.83,0,19685,economy,0,13,15,Afternoon,1,3,4,0,0
Air India,Kolkata,Banglore,13.25,1,10203,economy,0,10,23,Morning,12,5,6,1,0
Jet Airways,Kolkata,Banglore,22.17,1,13941,economy,0,6,4,Morning,15,5,2,0,0
Air India,Banglore,Delhi,2.75,0,25703,economy,0,21,23,Night,1,3,4,0,0
Jet Airways,Delhi,Cochin,14.42,1,10262,economy,0,14,4,Afternoon,9,6,6,1,0
SpiceJet,Chennai,Kolkata,2.33,0,3543,economy,0,17,20,Afternoon,1,5,2,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3841,economy,0,14,17,Afternoon,6,4,5,1,0
Jet Airways,Delhi,Cochin,7.5,1,15554,economy,0,11,19,Morning,18,5,5,1,0
Jet Airways,Kolkata,Banglore,5.75,1,10844,economy,0,14,19,Afternoon,24,5,4,0,0
Jet Airways,Kolkata,Banglore,21.42,1,12692,economy,0,17,14,Afternoon,12,6,2,0,0
Jet Airways,Mumbai,Hyderabad,1.5,0,3210,economy,0,19,21,Night,9,6,6,1,0
Air India,Delhi,Cochin,7.25,2,9601,economy,0,12,19,Afternoon,15,5,2,0,0
Multiple carriers,Delhi,Cochin,12.5,1,13377,economy,0,13,1,Afternoon,15,6,5,1,0
Jet Airways,Kolkata,Banglore,23.25,1,11134,economy,0,18,18,Night,24,3,6,1,0
Multiple carriers,Delhi,Cochin,12.08,1,8055,economy,0,8,21,Morning,27,3,2,0,0
Jet Airways,Delhi,Cochin,10.92,1,12242,economy,0,17,4,Afternoon,27,3,2,0,0
Air India,Banglore,Delhi,25.33,1,8425,economy,0,22,23,Night,9,3,5,1,1
SpiceJet,Mumbai,Hyderabad,1.5,0,2753,economy,0,5,7,Early_Morning,15,6,5,1,0
SpiceJet,Banglore,Delhi,2.92,0,3311,economy,0,21,0,Night,27,5,0,0,0
IndiGo,Kolkata,Banglore,4.0,1,4226,economy,0,6,10,Morning,12,6,2,0,0
Jet Airways,Banglore,Delhi,20.17,1,26890,economy,0,8,5,Morning,1,3,4,0,0
Multiple carriers,Delhi,Cochin,13.0,1,12524,economy,0,6,19,Morning,24,6,0,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3847,economy,0,17,19,Afternoon,21,3,3,0,0
Jet Airways,Kolkata,Banglore,7.08,1,12681,economy,0,16,23,Afternoon,1,4,0,0,0
Jet Airways,Delhi,Cochin,19.0,2,13882,economy,0,9,4,Morning,6,6,3,0,0
Jet Airways,Kolkata,Banglore,12.33,1,10844,economy,0,8,20,Morning,6,6,3,0,0
Jet Airways,Banglore,Delhi,10.83,1,12547,economy,0,21,8,Night,12,3,1,0,0
Jet Airways,Kolkata,Banglore,9.75,1,14178,economy,0,18,4,Night,9,6,6,1,0
IndiGo,Delhi,Cochin,9.58,1,14871,economy,0,16,1,Afternoon,3,3,6,1,0
Multiple carriers,Delhi,Cochin,13.0,1,15078,economy,0,8,21,Morning,6,3,2,0,0
IndiGo,Kolkata,Banglore,2.67,0,4804,economy,0,21,0,Night,21,5,1,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3873,economy,0,17,19,Afternoon,9,5,3,0,0
SpiceJet,Kolkata,Banglore,2.5,0,3841,economy,0,17,19,Afternoon,24,6,0,0,0
GoAir,Delhi,Cochin,5.92,1,5457,economy,0,7,12,Morning,1,6,5,1,0
Jet Airways,Kolkata,Banglore,8.5,1,14781,economy,0,14,22,Afternoon,12,5,6,1,0
Jet Airways,Delhi,Cochin,21.0,1,15764,economy,0,21,18,Night,9,3,5,1,0
Vistara,Banglore,Delhi,2.83,0,4668,economy,0,9,12,Morning,12,6,2,0,0
Jet Airways,Delhi,Cochin,3.25,0,9564,economy,0,11,14,Morning,24,6,0,0,0
IndiGo,Delhi,Cochin,14.33,1,7191,economy,0,6,21,Morning,15,5,2,0,0
Jet Airways,Delhi,Cochin,8.67,1,15764,economy,0,19,4,Night,6,3,2,0,0
Jet Airways,Kolkata,Banglore,21.92,1,14388,economy,0,14,12,Afternoon,6,5,0,0,0
Jet Airways,Delhi,Cochin,8.67,1,6540,economy,0,19,4,Night,27,3,2,0,0
SpiceJet,Banglore,Delhi,2.83,0,3625,economy,0,9,12,Morning,24,6,0,0,0
Multiple carriers,Delhi,Cochin,11.75,1,8266,economy,0,7,19,Morning,9,5,3,0,0
SpiceJet,Kolkata,Banglore,7.25,1,10944,economy,0,11,18,Morning,18,5,5,1,0
IndiGo,Delhi,Cochin,5.0,1,5073,economy,0,16,21,Afternoon,27,3,2,0,0
Jet Airways,Banglore,Delhi,6.67,1,9134,economy,0,5,12,Early_Morning,15,3,4,0,0
Vistara,Kolkata,Banglore,24.0,1,8085,economy,0,20,20,Night,12,6,2,0,0
Jet Airways,Banglore,Delhi,5.42,1,22270,economy,0,7,12,Morning,6,3,2,0,0
Air India,Kolkata,Banglore,27.0,2,9836,economy,0,7,10,Morning,1,4,0,0,1
IndiGo,Delhi,Cochin,7.0,1,14871,economy,0,18,1,Night,3,3,6,1,0
Jet Airways,Mumbai,Hyderabad,10.08,2,23528,economy,0,6,16,Morning,12,3,1,0,0
Jet Airways,Banglore,Delhi,3.0,0,8016,economy,0,7,10,Morning,6,6,3,0,0
Jet Airways,Banglore,Delhi,9.17,1,12284,economy,0,7,16,Morning,18,3,0,0,0
Multiple carriers,Delhi,Cochin,15.0,1,7005,economy,0,6,21,Morning,12,6,2,0,0
IndiGo,Kolkata,Banglore,2.58,0,4804,economy,0,11,14,Morning,3,6,0,0,0
IndiGo,Delhi,Cochin,5.0,1,6827,economy,0,5,10,Early_Morning,27,3,2,0,0
